population,elevation,genotype,Replicate #,am.pm,date,treatment,rh (%),Tair (oC),Tleaf (oC),vpd (kPa),gsw.(mol m-2 s-1),gsw.(mmol m-2 s-1),E.(mmol m-2 s-1),E (mol m-2 s-1),E (g m-2 s-1),E (kg m-2 s-1),E (kg m-2 hr-1),Total leaf area (m2),Al:Ab (m2 cm-2),Al:Ab (m2 m-2),Ypd (MPa),Ymd (MPa),Delta Y (MPa),K (Kg hr-1 MPa-1 m-2) ,K (Kg hr-1 MPa-1 m-2) per BA,K (mmol s-1 MPa-1 m-2) per LA,K (mmol s-1 MPa-1 m-2) per BA
NRV-NEW,666,118,12,am,9/21/23,postdrought,19.39,30.45,28.8,3.13,0.14,140,3.93,0.004,0.071,0.000071,0.255,1.93,0.33,3300,-0.21,-2.18,1.97,0.129,426.595,1.993231826,6577.665024
NRV-NEW,666,122,16,am,9/22/23,postdrought,30.29,29.35,28.92,2.76,0.16,160,4.14,0.004,0.075,0.000075,0.268,8.47,1.37,13700,-0.39,-1.67,1.28,0.210,2871.349,3.231631704,44273.35434
NRV-NEW,666,122,17,am,9/22/23,postdrought,26.49,31.15,27.7,2.52,0.2,200,4.69,0.005,0.084,0.000084,0.304,8.18,1.23,12300,-0.44,-1.84,1.4,0.217,2670.084,3.347158634,41170.0512
NRV-NEW,666,122,18,am,9/21/23,postdrought,16.58,31.5,29.32,3.32,0.2,200,6.24,0.006,0.112,0.000112,0.404,7.71,1.2,12000,-0.52,-2.12,1.6,0.253,3032.640,3.896692141,46760.3057
NRV-NEW,666,123,19,am,9/21/23,postdrought,23.69,28.68,26.4,2.52,0.31,310,7.33,0.007,0.132,0.000132,0.475,8.61,1.52,15200,-0.43,-1.79,1.36,0.349,5308.645,5.385134502,81854.04442
NRV-NEW,666,123,20,am,9/21/23,postdrought,22.13,28.63,26.94,2.69,0.24,240,5.97,0.006,0.107,0.000107,0.387,1.94,0.35,3500,-0.36,-1.67,1.31,0.295,1033.585,4.553386589,15936.85306
NRV-NEW,666,123,22,am,9/21/23,postdrought,19.35,31.81,29.95,3.33,0.17,170,5.08,0.005,0.091,0.000091,0.329,7.09,0.5,5000,-0.52,-1.87,1.35,0.244,1219.200,3.759771335,18798.85667
TSZ-SAN,1212,3,29,am,9/21/23,postdrought,17.92,30.76,28.41,3.09,0.14,140,3.94,0.004,0.071,0.000071,0.255,0.9,0.17,1700,-0.58,-2.12,1.54,0.166,281.838,2.556271568,4345.661665
TSZ-SAN,1212,3,30,am,9/21/23,postdrought,16.68,32.74,31.26,3.74,0.14,140,4.7,0.005,0.085,0.000085,0.305,7.13,1.39,13900,-0.35,-1.78,1.43,0.213,2960.408,3.283925599,45646.56582
TSZ-SAN,1212,3,31,am,9/22/23,postdrought,33.19,27.29,24.99,1.96,0.21,210,3.99,0.004,0.072,0.000072,0.259,4.14,0.74,7400,-0.32,-1.82,1.5,0.172,1275.523,2.657743871,19667.30464
TSZ-SAN,1212,4,32,am,9/21/23,postdrought,17.24,30.83,29.8,3.43,0.05,50,1.6,0.002,0.029,0.000029,0.104,7.33,1.02,10200,-0.64,-1.56,0.92,0.113,1149.496,1.737655358,17724.08466
TSZ-SAN,1212,4,33,am,9/22/23,postdrought,28.13,30.81,29.98,2.99,0.14,140,3.85,0.004,0.069,0.000069,0.249,19.41,3.48,34800,-0.29,-2.23,1.94,0.129,4475.208,1.982852861,69003.27955
TSZ-SAN,1212,4,34,am,9/21/23,postdrought,17.3,32.58,30.38,3.49,0.18,180,6.05,0.006,0.109,0.000109,0.392,6.58,1.15,11500,-0.45,-2.08,1.63,0.241,2765.926,3.70850833,42647.8458
TSZ-SAN,1212,7,36,am,9/21/23,postdrought,17.46,32.89,32.22,3.95,0.12,120,4.45,0.004,0.080,0.000080,0.288,8.77,0.91,9100,-0.24,-1.9,1.66,0.174,1580.769,2.678449186,24373.88759
TSZ-SAN,1212,7,37,am,9/21/23,postdrought,17.88,32.25,29.56,3.28,0.18,180,5.55,0.006,0.100,0.000100,0.360,4.85,0.94,9400,-0.41,-2.15,1.74,0.207,1942.883,3.186949806,29957.32818
TSZ-SAN,1212,7,83,am,9/21/23,postdrought,21.4,30.07,26.75,2.6,0.3,300,7.38,0.007,0.133,0.000133,0.478,11.85,1.4,14000,-0.43,-2.17,1.74,0.275,3847.779,4.237781904,59328.94666
TSZ-SAN,1212,8,38,am,9/21/23,postdrought,20.28,29.14,26.75,2.7,0.24,240,6,0.006,0.108,0.000108,0.389,26.5,3.13,31300,-0.38,-1.73,1.35,0.288,9014.400,4.440674805,138993.1214
TSZ-SAN,1212,8,39,am,9/22/23,postdrought,21.95,32.83,31.71,3.59,0.14,140,4.63,0.005,0.083,0.000083,0.300,11.76,2.09,20900,-0.87,-1.87,1.0,0.300,6270.502,4.626072978,96684.92524
TSZ-SAN,1212,8,40,am,9/22/23,postdrought,34.28,26.98,26.15,2.17,0.19,190,3.78,0.004,0.068,0.000068,0.245,3.51,0.74,7400,-0.25,-1.78,1.53,0.160,1184.696,2.468492759,18266.84642
TSZ-SAN,1212,10,21,am,9/21/23,postdrought,18.42,32.1,30.23,3.43,0.25,250,8.14,0.008,0.147,0.000147,0.527,7.09,1.09,10900,-0.33,-2.22,1.89,0.279,3042.034,4.303225347,46905.15628
TSZ-SAN,1212,10,41,am,9/22/23,postdrought,23.37,31.49,30.33,3.26,0.12,120,3.57,0.004,0.064,0.000064,0.231,19.81,2.92,29200,-0.19,-2.68,2.49,0.093,2712.856,1.43251889,41829.5516
TSZ-SAN,1212,10,42,am,9/22/23,postdrought,28.83,30.47,28.42,2.62,0.27,270,6.78,0.007,0.122,0.000122,0.439,2.74,0.32,3200,-0.46,-1.47,1.01,0.435,1391.981,6.707177639,21462.96844
CCR-COL,72,156,43,pm,9/20/23,postdrought,13.33,38.71,34.69,4.61,0.14,140,5.91,0.006,0.106,0.000106,0.383,17.37,2.1,21000,-0.52,-1.85,1.33,0.288,6046.863,4.439840092,93236.64192
CCR-COL,72,156,44,pm,9/21/23,postdrought,12.89,37.84,33.78,4.42,0.06,60,2.42,0.002,0.044,0.000044,0.157,12.19,2.64,26400,-0.45,-1.76,1.31,0.120,3160.261,1.845761398,48728.10091
CCR-COL,72,156,45,pm,9/20/23,postdrought,13.74,38.43,35.79,4.98,0.09,90,3.5,0.004,0.063,0.000063,0.227,9.84,1.55,15500,-0.48,-2.09,1.61,0.141,2183.478,2.172069198,33667.07257
CCR-COL,72,149,46,pm,9/20/23,postdrought,13.19,38.64,33.71,4.34,0.14,140,5.78,0.006,0.104,0.000104,0.375,11.24,1.25,12500,-0.4,-1.99,1.59,0.236,2944.528,3.632136845,45401.71056
CCR-COL,72,149,47,pm,9/21/23,postdrought,12.33,36.95,34.3,4.64,0.11,110,4.98,0.005,0.090,0.000090,0.323,20.43,2.53,25300,-0.36,-2.3,1.94,0.166,4208.459,2.564833051,64890.27619
CCR-COL,72,149,48,pm,9/21/23,postdrought,12.21,38.15,34.45,4.64,0.1,100,4.02,0.004,0.072,0.000072,0.260,21.78,2.31,23100,-0.89,-1.65,0.76,0.343,7917.707,5.284987317,122083.207
CCR-COL,72,152,49,pm,9/20/23,postdrought,14.44,37.53,31.3,3.64,0.26,260,8.68,0.009,0.156,0.000156,0.562,27.89,2.35,23500,-0.33,-2.24,1.91,0.294,6920.369,4.540648112,106705.2306
CCR-COL,72,152,50,pm,9/21/23,postdrought,11.32,38.47,34.4,4.68,0.16,160,7.06,0.007,0.127,0.000127,0.457,25.57,2.29,22900,-0.33,-1.38,1.05,0.436,9977.595,6.718106598,153844.6411
CCR-COL,72,152,51,pm,9/21/23,postdrought,13.68,37.68,31.78,3.81,0.16,160,5.5,0.006,0.099,0.000099,0.356,18.57,1.84,18400,-0.67,-1.61,0.94,0.379,6976.340,5.846101139,107568.261
CCR-COL,72,155,58,pm,9/21/23,postdrought,12.16,36.53,33.67,4.48,0.15,150,6.12,0.006,0.110,0.000110,0.397,4.11,0.5,5000,-0.34,-2.08,1.74,0.228,1139.586,3.514258165,17571.29082
CCR-COL,72,155,59,pm,9/20/23,postdrought,13.62,37.81,32.64,4.04,0.31,310,11.7,0.012,0.211,0.000211,0.758,22.47,2.37,23700,-0.82,-2.05,1.23,0.616,14608.449,9.504127174,225247.814
CCR-COL,72,155,60,pm,9/21/23,postdrought,12.14,37.39,34.26,4.63,0.12,120,5.2,0.005,0.094,0.000094,0.337,10.28,1.13,11300,-0.45,-1.24,0.79,0.427,4819.808,6.576695597,74316.66025
CCR-COL,72,5,61,pm,9/21/23,postdrought,12.26,38.4,36,5.12,0.08,80,3.87,0.004,0.070,0.000070,0.251,20.64,4.72,47200,-0.42,-1.82,1.4,0.179,8454.734,2.761941133,130363.6215
CCR-COL,72,5,63,pm,9/20/23,postdrought,14.96,37.56,32.96,4.06,0.17,170,6.3,0.006,0.113,0.000113,0.408,20.28,3.11,31100,-0.27,-2.06,1.79,0.228,7092.885,3.516567897,109365.2616
CCR-COL,72,5,85,pm,9/21/23,postdrought,12.78,37.65,36.11,5.16,0.06,60,2.93,0.003,0.053,0.000053,0.190,7.85,1.36,13600,-0.47,-1.69,1.22,0.156,2116.517,2.399602348,32634.59194
JLA-JAK,1521,153,69,pm,9/21/23,postdrought,12.18,38.22,34.96,4.79,0.12,120,5.24,0.005,0.094,0.000094,0.340,1.69,0.31,3100,-0.32,-1.63,1.31,0.259,803.520,3.996607324,12389.48271
JLA-JAK,1521,153,76,pm,9/21/23,postdrought,11.18,38.37,33.8,4.5,0.08,80,3.24,0.003,0.058,0.000058,0.210,2.03,0.31,3100,-0.45,-2.36,1.91,0.110,340.760,1.6948963,5254.17853
JLA-JAK,1521,153,90,pm,9/20/23,postdrought,11.93,38.47,36.79,5.43,0.08,80,3.69,0.004,0.066,0.000066,0.239,1.27,0.15,1500,-0.37,-1.46,1.09,0.219,329.053,3.382449777,5073.674665
JLA-JAK,1521,155,62,pm,9/20/23,postdrought,13.11,38.22,34.19,4.52,0.18,180,7.43,0.007,0.134,0.000134,0.481,2.31,0.45,4500,-0.46,-1.97,1.51,0.319,1434.826,4.916356361,22123.60362
JLA-JAK,1521,155,64,pm,9/20/23,postdrought,14.88,37.04,34.63,4.58,0.1,100,4.17,0.004,0.075,0.000075,0.270,2.25,0.5,5000,-0.46,-1.83,1.37,0.197,986.190,3.041213968,15206.06984
JLA-JAK,1521,155,66,pm,9/21/23,postdrought,11.84,38.14,33.92,4.51,0.08,80,3.57,0.004,0.064,0.000064,0.231,3.09,0.44,4400,-0.4,-1.6,1.2,0.193,848.232,2.972476698,13078.89747
JLA-JAK,1521,156,71,pm,9/20/23,postdrought,12.84,38.23,35.57,4.95,0.09,90,4.18,0.004,0.075,0.000075,0.271,1.53,0.24,2400,-0.26,-1.83,1.57,0.173,414.060,2.6601622,6384.38928
JLA-JAK,1521,156,74,pm,9/21/23,postdrought,11.04,38.65,35.91,5.17,0.08,80,4.01,0.004,0.072,0.000072,0.260,2.22,0.32,3200,-0.35,-1.82,1.47,0.177,565.656,2.725577444,8721.847821
JLA-JAK,1521,156,75,pm,9/21/23,postdrought,11.39,38.29,33.91,4.53,0.09,90,3.92,0.004,0.071,0.000071,0.254,3.2,0.59,5900,-0.31,-1.86,1.55,0.164,966.900,2.526887212,14908.63455
JLA-JAK,1521,157,67,pm,9/21/23,postdrought,12.38,37.79,35.2,4.88,0.08,80,3.5,0.004,0.063,0.000063,0.227,2.02,0.35,3500,-0.58,-2.08,1.5,0.151,529.200,2.331354273,8159.739954
JLA-JAK,1521,157,68,pm,9/21/23,postdrought,12.03,37.16,35.36,4.98,0.11,110,5.29,0.005,0.095,0.000095,0.343,2.24,0.41,4100,-0.71,-2.42,1.71,0.200,821.899,3.090943384,12672.86787
JLA-JAK,1521,157,72,pm,9/20/23,postdrought,13.25,37.98,34.47,4.59,0.1,100,4.22,0.004,0.076,0.000076,0.273,2.52,0.46,4600,-0.59,-1.78,1.19,0.230,1057.057,3.543210695,16298.7692
JLA-JAK,1521,158,70,pm,9/21/23,postdrought,13.03,37.53,34.65,4.68,0.09,90,3.8,0.004,0.068,0.000068,0.246,1.21,0.27,2700,-0.41,-1.93,1.52,0.162,437.400,2.497879578,6744.27486
JLA-JAK,1521,158,73,pm,9/21/23,postdrought,10.69,38.6,34.35,4.7,0.08,80,3.41,0.003,0.061,0.000061,0.221,0.73,0.16,1600,-0.43,-2.04,1.61,0.137,219.596,2.11621599,3385.945584
JLA-JAK,1521,158,81,pm,9/21/23,postdrought,13.22,37.79,38.34,5.9,0.06,60,3.03,0.003,0.055,0.000055,0.196,0.69,0.22,2200,-0.4,-1.77,1.37,0.143,315.297,2.209802955,4861.566501
NRV-NEW,666,101,1,pm,9/20/23,postdrought,11.78,38.91,34.62,4.7,0.14,140,6.04,0.006,0.109,0.000109,0.391,5.48,0.73,7300,-0.39,-2.34,1.95,0.201,1465.211,3.094808749,22592.10387
NRV-NEW,666,101,2,pm,9/20/23,postdrought,12.84,38.4,34.76,4.68,0.12,120,5.27,0.005,0.095,0.000095,0.341,4.08,0.49,4900,-0.32,-2.02,1.7,0.201,984.312,3.097370676,15177.11631
NRV-NEW,666,101,3,pm,9/20/23,postdrought,12.52,38.41,34.08,4.51,0.16,160,6.34,0.006,0.114,0.000114,0.411,6.39,0.75,7500,-0.49,-2.02,1.53,0.269,2013.882,4.140276215,31052.07161
NRV-NEW,666,105,7,pm,9/20/23,postdrought,13.38,38.32,36.5,5.23,0.07,70,3.54,0.004,0.064,0.000064,0.229,3.32,0.56,5600,-0.15,-1.69,1.54,0.149,834.153,2.296751612,12861.80903
NRV-NEW,666,105,8,pm,9/20/23,postdrought,13.58,38.08,32.83,4.08,0.25,250,9.5,0.010,0.171,0.000171,0.616,1.18,0.18,1800,-0.52,-1.94,1.42,0.434,780.338,6.684466476,12032.03966
NRV-NEW,666,105,9,pm,9/21/23,postdrought,12.39,37.96,34.1,4.53,0.15,150,6.46,0.006,0.116,0.000116,0.419,4.63,0.75,7500,-0.21,-1.89,1.68,0.249,1868.786,3.841976684,28814.82513
NRV-NEW,666,118,10,pm,9/21/23,postdrought,13.75,37.61,34.48,4.58,0.13,130,5.63,0.006,0.101,0.000101,0.365,10.06,1.55,15500,-0.67,-1.98,1.31,0.278,4316.620,4.29406474,66558.00347
NRV-NEW,666,118,11,pm,9/21/23,postdrought,11.04,38.61,37.21,5.61,0.07,70,3.46,0.003,0.062,0.000062,0.224,2.44,0.45,4500,-0.62,-2.21,1.59,0.141,634.551,2.174254928,9784.147176
NRV-NEW,666,118,12,pm,9/20/23,postdrought,13.07,38.75,36.15,5.11,0.06,60,2.6,0.003,0.047,0.000047,0.168,1.93,0.33,3300,-0.21,-2.18,1.97,0.086,282.225,1.318677544,4351.635894
NRV-NEW,666,122,16,pm,9/21/23,postdrought,11.22,38.21,34.27,4.65,0.07,70,2.91,0.003,0.052,0.000052,0.189,8.47,1.37,13700,-0.39,-1.67,1.28,0.147,2018.267,2.271509241,31119.6766
NRV-NEW,666,122,17,pm,9/21/23,postdrought,12.97,38.41,34.11,4.47,0.08,80,3.41,0.003,0.061,0.000061,0.221,8.18,1.23,12300,-0.44,-1.84,1.4,0.158,1941.362,2.433648389,29933.87518
NRV-NEW,666,122,18,pm,9/20/23,postdrought,13.88,38.37,34.18,4.44,0.19,190,7.81,0.008,0.141,0.000141,0.506,7.71,1.2,12000,-0.52,-2.12,1.6,0.316,3795.660,4.877109876,58525.31851
NRV-NEW,666,123,19,pm,9/20/23,postdrought,17.04,36.53,33.67,4.19,0.17,170,6.64,0.007,0.120,0.000120,0.430,8.61,1.52,15200,-0.43,-1.79,1.36,0.316,4808.922,4.878211881,74148.8206
NRV-NEW,666,123,20,pm,9/20/23,postdrought,14.7,37.38,33.91,4.36,0.15,150,6.33,0.006,0.114,0.000114,0.410,1.94,0.35,3500,-0.36,-1.67,1.31,0.313,1095.911,4.827962665,16897.86933
NRV-NEW,666,123,22,pm,9/20/23,postdrought,13.59,38.52,36.21,5.09,0.09,90,4.33,0.004,0.078,0.000078,0.281,7.09,0.5,5000,-0.52,-1.87,1.35,0.208,1039.200,3.204686984,16023.43492
TSZ-SAN,1212,3,29,pm,9/20/23,postdrought,13.76,38.51,37.13,5.39,0.04,40,1.9,0.002,0.034,0.000034,0.123,0.9,0.17,1700,-0.58,-2.12,1.54,0.080,135.912,1.232719792,2095.623646
TSZ-SAN,1212,3,30,pm,9/20/23,postdrought,11.34,38.93,36.04,5.19,0.09,90,3.92,0.004,0.071,0.000071,0.254,7.13,1.39,13900,-0.35,-1.78,1.43,0.178,2469.107,2.738933691,38071.1783
TSZ-SAN,1212,3,31,pm,9/21/23,postdrought,11.71,38.34,35.84,5.1,0.1,100,4.83,0.005,0.087,0.000087,0.313,4.14,0.74,7400,-0.32,-1.82,1.5,0.209,1544.054,3.217268896,23807.78983
TSZ-SAN,1212,4,32,pm,9/20/23,postdrought,12.67,38.48,37.8,5.7,0.02,20,1.07,0.001,0.019,0.000019,0.069,7.33,1.02,10200,-0.64,-1.56,0.92,0.075,768.725,1.162057021,11852.98161
TSZ-SAN,1212,4,33,pm,9/21/23,postdrought,12.61,38.44,35.79,5.03,0.06,60,2.89,0.003,0.052,0.000052,0.187,19.41,3.48,34800,-0.29,-2.23,1.94,0.097,3359.312,1.488427212,51797.26699
TSZ-SAN,1212,4,34,pm,9/20/23,postdrought,12.1,38.94,35.55,4.96,0.07,70,3.33,0.003,0.060,0.000060,0.216,6.58,1.15,11500,-0.45,-2.08,1.63,0.132,1522.402,2.041212023,23473.93827
TSZ-SAN,1212,7,36,pm,9/20/23,postdrought,11.62,38.92,37.29,5.57,0.06,60,3.13,0.003,0.056,0.000056,0.203,8.77,0.91,9100,-0.24,-1.9,1.66,0.122,1111.867,1.88394291,17143.88049
TSZ-SAN,1212,7,37,pm,9/20/23,postdrought,12.59,38.84,34.06,4.47,0.15,150,6.5,0.007,0.117,0.000117,0.421,4.85,0.94,9400,-0.41,-2.15,1.74,0.242,2275.448,3.732463737,35085.15913
TSZ-SAN,1212,7,83,pm,9/20/23,postdrought,13.41,38.52,35.52,4.89,0.08,80,3.72,0.004,0.067,0.000067,0.241,11.85,1.4,14000,-0.43,-2.17,1.74,0.139,1939.531,2.136117708,29905.64791
TSZ-SAN,1212,8,38,pm,9/20/23,postdrought,14.03,38.2,33.39,4.21,0.21,210,8.19,0.008,0.147,0.000147,0.531,26.5,3.13,31300,-0.38,-1.73,1.35,0.393,12304.656,6.061521109,189725.6107
TSZ-SAN,1212,8,39,pm,9/21/23,postdrought,13.28,38.03,35.7,4.96,0.07,70,3.25,0.003,0.059,0.000059,0.211,11.76,2.09,20900,-0.87,-1.87,1.0,0.211,4401.540,3.247243451,67867.38813
TSZ-SAN,1212,8,40,pm,9/21/23,postdrought,11.66,38.16,36.33,5.28,0.07,70,3.49,0.003,0.063,0.000063,0.226,3.51,0.74,7400,-0.25,-1.78,1.53,0.148,1093.807,2.27911104,16865.42169
TSZ-SAN,1212,10,21,pm,9/20/23,postdrought,13.05,38.73,34.89,4.7,0.14,140,6.21,0.006,0.112,0.000112,0.402,7.09,1.09,10900,-0.33,-2.22,1.89,0.213,2320.766,3.282927445,35783.90915
TSZ-SAN,1212,10,41,pm,9/21/23,postdrought,11.96,37.98,35.02,4.85,0.06,60,2.61,0.003,0.047,0.000047,0.169,19.81,2.92,29200,-0.19,-2.68,2.49,0.068,1983.348,1.047303727,30581.26882
TSZ-SAN,1212,10,42,pm,9/21/23,postdrought,11.95,38.44,33.46,4.36,0.16,160,6.64,0.007,0.120,0.000120,0.430,2.74,0.32,3200,-0.46,-1.47,1.01,0.426,1363.238,6.568681345,21019.7803
